ID,Course ID,Course Title,Course Description,Course Prerequisites,Department,Department ID
178,01:070:334,Field Study in Archaeology (6),"Supervised participation in fieldwork with instruction   in excavation methods and practice.   Personnel and field project location vary from year to year. Fees: tuition,   transportation to site, room and board.",Prerequisite: 01:070:105; open to juniors and seniors   only. Minimum of 6 to 10 weeks at field location. Course may be repeated   with permission of department.,Anthropology,070
179,01:070:335,Analysis of Archaeological Data (3),"Processing and analysis of new archaeological data   from supervised field programs; metrical,   physical, and statistical analysis may be utilized on various classes of   material.","Prerequisites: 01:070:105, 334.",Anthropology,070
180,01:070:338,Anthropology of Africa (3),"Precolonial, colonial, and postcolonial African   cultures and societies. Gender, ethnicity, and class. Representations and   realities of Africa in a global context, including issues of   development, conservation, and tourism. Popular culture and   contemporary rural and urban experiences.",Prerequisite: One introductory course in social   science or permission of instructor.,Anthropology,070
181,01:070:340,Anthropology of Aboriginal Australia   (3),"Aboriginal cultures of Australia and their   ""re-invention"" in response to European and East Asian contact,   with emphasis on kinship and other social ideologies, ritual and gender,   and microsociology of everyday life.",Prerequisite: 01:070:101 or permission of instructor.,Anthropology,070
182,01:070:348,Primate Socioecology (3),Principles and data of primate ecology. Feeding and   ranging behaviors. Niche separation and ecological functioning of primate   social groups.,"Prerequisites: 01:070:102, 212 or permission of   instructor.",Anthropology,070
183,01:070:349,Advanced Physical Anthropology (3),Advanced evolutionary theory. Biochemical and genetic    approaches. Primate morphology and behavior. Modern theories of   human variability.,Prerequisite: 01:070:102 or permission of instructor.,Anthropology,070
184,01:070:350,Primatology and Human Evolution (3),"Anatomy, behavior, and evolution of primates. Evolution of social life.
Sexual behavior, dominance, aggression, territoriality, social
alliances, communication, and ecology.","Pre- or Corequisites: 01:070:102, 212 or permission of instructor.",Anthropology,070
185,01:070:354,Functional and Developmental Anatomy   of the Primate Skeleton (3),"Morphology and function of the human/primate skeleton,   integrating developmental bone biology, functional morphology and   biomechanics, and descriptive musculoskeletal anatomy.",Prerequisite: 01:070:102.,Anthropology,070
186,01:070:355,Laboratory in Skeletal Biology of   Primates (1),Examination of human skeletal and dental anatomy in   comparison to closely related primates and casts of fossil hominids.   Emphasis on identification of human bone fragments and teeth.,Pre- or corequisite: 01:070:354.,Anthropology,070
187,01:070:356,Human Variation (3),"History of the concept of race in the West. Physical   anthropological perspective, with emphases on human variation through time   and on the principles of study of modern human variability.",Prerequisite: 01:070:102 or permission of instructor.,Anthropology,070
188,01:070:358,Introduction to Human Osteology (3),"Intensive introduction to human osteology, bone   biology and growth, and paleopathology. Basis for advanced work in   paleoanthropology, forensic anthropology, bioarchaeology, and osteometry.",Prerequisite: 01:070:102 or equivalent. Corequisite:   01:070:359. Permission of instructor required.,Anthropology,070
189,01:070:359,Human Osteology Laboratory (3),Accompanies 01:070:358. Intensive practical training   in osteology lab identification and analysis techniques.,Prerequisite: 01:070:102 or equivalent. Corequisite:   01:070:358. Permission of instructor required.,Anthropology,070
190,01:070:360,Families (3),"Traditional family types and organization studied   cross-culturally. Modern western family and alternatives: utopian   communities, ""intentional"" communities.",Prerequisite: 01:070:101.,Anthropology,070
191,01:070:361,Hunters and Gatherers (3),"Consideration of data from aboriginal Australia, the   Southern African bushmen, and elsewhere, in   light of social theory, including gender   studies.",Prerequisite: 01:070:101 or permission of instructor.,Anthropology,070
192,01:070:363,"Race, Class, Gender, and Schooling   (3)","Examines racial and gender differences in adolescents' school
performance. Structural, historical, and cultural foci. Ethnographic
and autobiographical cases of black students and other students of
color.",Prerequisite: 01:070:101 or permission of instructor.   Credit not given for both this course and either 01:014:363 or 01:988:  363.,Anthropology,070
193,01:070:364,Sex Roles and Social Structure (3),"Sexual differences in primates; implications for   social, economic, and political relationships in contemporary society.   Cross- cultural comparison. Adaptive and maladaptive features of    sociosexual patterns.",Prerequisite: 01:070:102 or permission of instructor.,Anthropology,070
194,01:070:366,Anthropology of Old Age (3),Cross-cultural approaches to aging and the aged.   Sex-role differences between aged men and women in various societies.,Prerequisite: 01:070:101.,Anthropology,070
195,01:070:368,Anthropology of Mass Media (3),"Mass media and culture. The impact of mass media on   the production and consumption of cultural identities. Inquiry   into representations of gender, sexuality, the body, ethnicity, race,    and nationhood in mass media discourse. The mass media in a   postcolonial, global, and transnational context.",Pre- or corequisite: 01:070:101 or permission of   instructor.,Anthropology,070
196,01:070:370,Folklore and Ideology (3),"Folklore and expressive culture; the political and   ideological importance of narrative traditions. Interpretations of folklore   with reference to gender, ethnicity, the family, and the state. Folklore as   an agent of social transformation: socialism, nationalism, fascism.",Prerequisite: 01:070:101.,Anthropology,070
197,01:070:371,The Politics of Culture (3),"Politics of cultural processes. Race, gender,   ethnicity, and sexuality in representations. Theories of cultural   production, domination, distribution, and consumption. Resistance and   nonmainstream culture; ethnographic examples of ideology, economy, and   global cultural flows.",Prerequisite: 01:070:101.,Anthropology,070
198,01:070:372,Anthropology of the Body (3),"Body in history and society. Comparative approaches to   cultural construction of bodies. Impact of   gender, sexuality, ethno-national, racial, and   class differences on body practices. Formation of normative discourses on body in medical science, consumer culture, mass media.",Prerequisite: 01:070:101. Recommended: an additional   course in cultural anthropology.,Anthropology,070
199,01:070:374,Localities and Global Systems (3),"Interaction of transnational and local processes   through case studies and theory. Political economy, world systems, and   cultural imperialism. Global culture and media. Intercultural   representation and stereotyping. Diaspora,   transnational movements, and nation-state.",Prerequisite: 01:070:101. Recommended: an additional   course in cultural anthropology.,Anthropology,070
200,01:070:375,Jewish Immigrant Experience (3),"Comparative study of modern Jewish immigrant   experience, focusing on European and Middle Eastern communities   resettled in America, Israel, and Europe.",Credit not given for both this course and 01:506:375   or 01:563:375.,Anthropology,070
201,01:070:376,Power and Difference (3),"Emergent theories of inequality. Social constructions   of difference. Topics challenging conventional notions of cultural   anthropology-identity, representation, discrimination, exclusion,   marginalization, contestation, resistance.",Prerequisite: 01:070:101. Recommended: two additional   courses in cultural anthropology. Intended for majors.,Anthropology,070
202,01:070:378,The Anthropology of Gender (3),"Gender as an analytic category; exchange, production,   reproduction, binarism, representation.   Intersections of gender with class, race, and ethnicity. Theoretical and   ethnographic readings.",Prerequisite: 01:070:101 or permission of instructor.   Credit not given for both this course and 01:988:378.,Anthropology,070
203,01:070:379,Gender and Power in Africa (3),"Experiences and expressions of gender in historical   and contemporary Africa emphasizing issues of diversity and commonality,   modalities of power, and articulation with other forms of difference, such   as ethnicity, class, and nationality.",Credit not given for both this course and 01:988:379.,Anthropology,070
204,01:070:380,"Culture, Memory, History (3)","Anthropological approaches to history and memory.   Theory, method; comparative study of remembering, forgetting,   commemorating, narrating, ritualizing, structuring time. Early,    contemporary scholarship; political economy, identity, authority,   representation in shaping cultural memory, historical constructions.",Prerequisite: 01:070:101 or course in sociology or   history approved by instructor.,Anthropology,070
205,01:070:389,Ethnography of Gender in South Asia   (3),"An explanation of gendered practices in South Asia.   Ethnographies from Hindu, Buddhist, and Muslim communities explore the   various aspects of gender in particular South Asian contexts.",Credit not given for both this course and 01:988:389.,Anthropology,070
206,01:070:390,Plio-Pleistocene Hominid Anatomy (3),"Human fossil record during Plio-Pleistocene; taxonomy,   phylogenetics, and functional morphology. Origins of Hominidae, diversity   in Australopithecus and Paranthropus, rise of Homo and of Homo sapiens.   Castes and published reports; methods of inference.",Prerequisite: 01:070:102.,Anthropology,070
207,01:070:391,Lithic Analysis in Archaeology (3),"Archaeological study of how stone tools were made and   used. Consideration of manufacturing technology, use and wear,    experimental replication, and their implications for   archaeological interpretation.",Prerequisite: 01:070:105.,Anthropology,070
208,01:070:392,Faunal Analysis in Archaeology (3),"Identification of animal bones, teeth, and other   faunal remains in archaeological contexts. Quantifying number of   individuals and skeletal elements; butchery techniques and bone   modification and their implications for archaeological interpretation.",Prerequisite: 01:070:105.,Anthropology,070
209,01:070:393,Cultural Resource Management (3),"Legal, administrative, executive, and practical   aspects of the theory and practice of cultural resource management, with   emphasis on archaeological resources. One field trip.",Prerequisite: 01:070:105.,Anthropology,070
210,01:070:394,Microstratigraphic Analysis in   Archaeology (3),"Field and laboratory studies of geological context in   archaeological sites. Data collection and   sampling, sediment analysis, and reporting. Interpretation   of depositional and postdepositional features.",Recommended: 01:460:340 (may be concurrently   enrolled). Credit not given for both this course and 01:460:394.,Anthropology,070
211,01:070:395,Quantification of Archaeological Data   (3),"Data analysis, coding schemes, data management, and   the application of statistical techniques to problems in archaeology.   Emphasis on creating, maintaining, and using computer files of   archaeological data.",Prerequisite: 01:070:105.,Anthropology,070
212,01:070:401,Theories in Cultural Anthropology (3),Analysis and comparison of the major contemporary   theoretical approaches in cultural anthropology.,Prerequisite: 6 credits in anthropology or permission   of instructor.,Anthropology,070
213,01:070:402,Theories in Physical Anthropology (3),Intensive study of major figures in physical   anthropological thought. Origins and spread of new ideas; methods of   study of humans and nonhuman primates.,Prerequisite: 01:070:102 or permission of instructor.,Anthropology,070
214,01:070:403,Advanced Seminar in North   American Indians (3),Each student conducts research on specific topics in   North American Indians.,"Prerequisite: Two courses from 01:070:230, 231, 315,   or related courses in other departments approved by instructor; or   permission of instructor.",Anthropology,070
215,01:070:404,Advanced Seminar in Archaeology (3),Selected topics and problems in archaeology.,Prerequisite: 01:070:105. Open only to juniors and   seniors.,Anthropology,070
216,01:070:405,Perspectives on Latino Ethnic   Consciousness (3),Contemporary understandings about formation of Latino   ethnic consciousness in the United States. Theoretical and critical   perspectives informing social issues relevant to Latinos.,Credit not given for both this course and 01:836:405.,Anthropology,070
217,01:070:410,Explanation in Anthropology (3),"Analysis of anthropologists' explanations, with consideration of such
topics as the explanatory use of generalizations, models, narratives,
culture-specific categories, and causal, functionalist, and
essentialist claims.",Prerequisite: 01:070:101 or permission of instructor.,Anthropology,070
218,01:070:412,Topics in African Prehistory and   Paleoanthropology (3),"Focused consideration of current research and   explanatory theory, on topics ranging from hominid origins to Holocene   adaptations in Africa.",Prerequisite: 01:070:326 or 327 or permission of   instructor.,Anthropology,070
219,01:070:414,Topics in European Prehistory and   Paleoanthropology (3),"Focused consideration of current research and   explanatory theory, on topics ranging from initial human colonization of   Europe to Holocene adaptations in Europe.",Prerequisite: 01:070:326 or 327 or permission of   instructor.,Anthropology,070
220,01:070:420,Evolutionary Genetics: Humans and   Other Primates (3),"Analysis of molecular evolution of human and primate   genomes, genetic and phenotypic evolution, the genetic basis of being   human, and primate phylogeny.",Prerequisites: 01:447:380 and 01:070:102 or 212 or   permission of instructor. Credit not given for both this course and 01:447:  420.,Anthropology,070
221,01:070:426,South African Archaeology (3),"Archaeology, ecology, and historical archaeology of   South Africa. Covers two million years, early hominids to colonial contact.",Prerequisites: 01:070:102 and 105 or permission of   instructor.,Anthropology,070
222,01:070:486,"Gender, Development, Environment:   Policies, Politics, Perspectives (3)","Using ethnography and gender as a category of   analysis, examines the experiences and implications of transnational   development and environmental policies in specific localities.","Prerequisite: 01:988:101, 201, 202, 235, or permission   of instructor. Credit not given for both this course and 01:988:486.",Anthropology,070
223,"01:070:495,496","Independent Study in Anthropology   (BA,BA)",Supervised study or research on selected   anthropological topics.,Prerequisite: Permission of instructor.,Anthropology,070
224,"01:070:497,498","Honors in Anthropology (3,3)","Two-term supervised project, usually resulting in a   thesis, for qualified seniors.",Prerequisites: Senior standing and acceptance into   departmental honors program.,Anthropology,070
225,"01:082:105,106","Introduction to Art History (3,3)","Survey of the major monuments and trends in the   history of painting, sculpture, and architecture.","Lec. 2 hrs., rec. 1 hr.",Art History,082
226,01:082:111,Honors Seminar I (1),Discussions of assigned readings or further   investigation of themes treated in lecture.,Corequisite: 01:082:105. Enrollment in college honors   or special permission by department required.,Art History,082
227,01:082:112,Honors Seminar II (1),Discussions of assigned readings or further   investigation of themes treated in lecture.,"Corequisite: 01:082:106. Enrollment in college honors   or special permission by department required,",Art History,082
228,01:082:250,"Introduction to Oceanic, African, and    Pre-Columbian Art (3)","Basic concepts in the arts of pre-Columbian   Mesoamerica, Africa, and Oceania: time, natural landscape and architecture,   and the ritual functions of art.",,Art History,082
229,01:082:251,Survey of Russian Art (3),Introduction to the art of Russia covering the 10th   century through the 20th century.,,Art History,082
230,01:082:252,East Asian Art (3),"Discussion of major works (painting, sculpture, and   architecture) of China and Japan. Stress on techniques and styles radically   different from those of Western art.",,Art History,082
231,01:082:276,Great Works of Modern Architecture   (3),"Great monuments of architecture in Europe and America   from the late 17th century to the present; emphasis on building types,   ideas, and the language of architecture.",For students with little or no background in art   history or architecture.,Art History,082
232,"01:082:291,292,293,294","Topics in Art History   (1.5,1.5,1.5,1.5)",Such topics as erotic art; symbolism; landscape   painting from the 15th through the 19th century; the frontier in American art.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
233,01:082:300,History of Modern Crafts and Design   (3),"Crafts from the mid-19th century to the present, with   particular attention to major developments such as art nouveau, art deco,   and functionalism. Developments in England, France, Germany, and the United   States.",Prerequisite: 01:082:106 or permission of instructor.,Art History,082
234,01:082:301,Ancient Architecture (3),"Survey of the architecture of ancient civilizations,   emphasizing development of monumental architecture in Egypt, Mesopotamia,   Greece, and Rome. Development of classical orders and principles of design   are stressed.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
235,01:082:302,Introduction to Contemporary Art (3),Developments in painting and sculpture since 1950.   Classes include field trips to galleries and museums in New York City.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
236,01:082:303,Art of Egypt and the Ancient Near   East (3),"Introductory survey of the architecture, painting, and   sculpture of the ancient civilizations of the Nile Valley, Asia Minor, and   Persia. One field trip.",Not open to students who have taken specialized   courses in this area.,Art History,082
237,01:082:304,Architect and Society in England (3),"Architecture and the development of the profession in   England from the Renaissance through the 18th century, emphasizing the   diffusion of classical tradition.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
238,01:082:305,Women and Art (3),Selected topics on women as subjects of art and/or   makers of art. Several field trips.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
239,01:082:306,Roman Art (3),Roman art from its Hellenic and native Italic origins   to the end of the pagan tradition.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
240,01:082:307,Painting of the 19th and 20th   Centuries (3),"Painting in modern times: impressionism, cubism,   fauvism, expressionism, surrealism, and others.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
241,01:082:308,The Age of Giotto (3),"Italian art and architecture from ca. 1250 to ca.   1400, with an emphasis on the stylistic and thematic innovations of Giotto   and his successors and the developments of the schools of Florence,   Siena, and Venice.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
242,01:082:309,Masaccio and His Contemporaries (3),"Italian art and architecture of the 15th century,   focusing on such masters as Masaccio, Donatello, Botticelli, and Alberti;   the triumph of naturalism; Renaissance humanism and art theory.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
243,01:082:310,The High Renaissance in Italy (3),"Sixteenth-century art and architecture, emphasizing   the achievements of the great central Italian masters: Leonardo da Vinci, Raphael, and Michelangelo; the artistic cult   of personality and rivalry with classical antiquity; the crisis of   Mannerism.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
244,01:082:311,Egyptian Art (3),"Survey of art and architecture in ancient Egypt from   pre-Dynastic to Ptolemaic times. Extensive examination of the culture of   Egypt-burial customs, religion, kingship, etc. Related discussions   centered on the legacy of Egypt in Western art and popular culture.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
245,01:082:312,Byzantine Art (3),"Art and architecture of the Eastern Roman Empire, 3rd   through the 15th centuries. Emphasis on sources of Byzantine style and   iconography and on the historical context of Byzantine art.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
246,01:082:313,The Renaissance in Northern Europe   (3),"Religious and secular art in Germany, the Netherlands,   and France during the 16th century; painting, sculpture, and prints; impact   of reformation and humanism.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
247,01:082:314,Etruscan Art (3),"Study of the transition between Greek and Roman   worlds. Consideration of architecture, painted decoration, sculpture,   and minor arts, tombs, and funeral practices in the ancient world.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
248,01:082:315,Seventeenth-Century Art in Europe (3),"Baroque painting, sculpture, and architecture,   emphasizing thematic and stylistic characteristics of the period in   works of major artists: Caravaggio, Bernini, Velázquez, Poussin,   Rubens, and Rembrandt.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
249,01:082:316,Anglo-Saxon Art (3),Art and architecture of Anglo-Saxon England from   Sutton Hoo through the Bayeux Tapestry.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
250,01:082:317,Ancient Painting (3),"Development of Greek, Etruscan, and Roman painting   from the 8th century b.c. through the Roman Empire.",Prerequisite: 01:082:105.,Art History,082
251,01:082:318,Myth and Legend in Art (3),"Mythology and the artist's response to the myths and legends of his or
her civilization, from antiquity through the Middle Ages. Continuity
and transformation of central themes.",,Art History,082
252,01:082:319,Celtic and Early Irish Art (3),"Celtic, early Irish, and Anglo-Saxon art ca. 800 b.c. to a.d. 800. Emphasis on sculpture,   metalwork, and enamel, and manuscript illumination.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
253,01:082:320,Islamic Art and Architecture (3),"Intensive overview of the art and architecture of the   Islamic world, from Spain to India.","Pre- or corequisites: 01:082:105,106. Credit not given   for both this course and 01:667:320 or 01:685:320.",Art History,082
254,01:082:321,Art of Early China (3),"Concentration on archaeological finds: pottery, jade,   bronze, precious metals, lacquer from the Neolithic through the   early great dynasties (5000 b.c. to a.d. 600).",Prerequisite: 01:082:252 or permission of instructor.,Art History,082
255,01:082:322,Survey of Japanese Art (3),"The many facets of Japanese art (5000 b.c. to modern   times). Study of sculpture and painting, temples, and decorative arts.",Prerequisite: 01:082:252 or permission of instructor.,Art History,082
256,01:082:323,Buddhist Art of Asia (3),Buddhist iconography and art as it spread from India   to East Asian countries between 200 b.c. and a.d. 1250.,Prerequisite: 01:082:252 or permission of instructor.,Art History,082
257,01:082:324,Japanese Painting (3),Religious and secular painting from 700 to 1800.   Secular paintings as decorations reflecting   famous literary themes and sensitivity to nature.,Prerequisite: 01:082:252 or permission of instructor.,Art History,082
258,01:082:325,Chinese Painting (3),"Special techniques, special link to calligraphy,   format, subject matter, aesthetic principles, and symbolism governing   artistic process, from 400 to 1600.",Prerequisite: 01:082:252 or permission of instructor.,Art History,082
259,01:082:326,Chinese Sculpture (3),"Major religious (Buddhist and Taoist) and secular   sculpture of China of the three great dynasties, Han, Tang, and Song    (from common era to 1250).",Prerequisite: 01:082:252 or permission of instructor.,Art History,082
260,01:082:331,Introduction to African and Oceanic   Art (3),Emphasis on the sculptural traditions of black Africa;   the art of Melanesia and Polynesia; stylistic analysis; art in relation to   total culture; the impact of these arts on 20th-century Western   developments. One field trip.,Prerequisite: 01:082:250 or permission of instructor.,Art History,082
261,01:082:332,African-American Art (3),"Art of peoples of African descent in the United States   during the 19th and 20th centuries. Emphasis on artistic, political, and   philosophical issues.",,Art History,082
262,01:082:333,Pre-Columbian Art (3),"Art and archaeology of pre-Columbian North and South   America; major contributions of the Olmec, Mayan, and Aztec peoples.",Prerequisite: 01:082:250 or permission of instructor.,Art History,082
263,01:082:334,Blacks in Western Art (3),Examination of representations and presentations of   peoples of African descent by late-18th- and 19th-century European and   Euro-American artists.,,Art History,082
264,01:082:335,Painting in England from Holbein to   Turner (3),Survey of major painters and artistic movements in   England from ca. 1530 to 1860.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
265,01:082:341,Venice (3),"City and art of Venice considered in context of   social/cultural history as reflected in masters such as Bellini,   Titian, Palladio; their interpretation of favored Venetian themes:   sensuality, religion, politics.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
266,01:082:342,Early Greek Art (3),Survey of art in the Aegean from the early Bronze Age   through the Archaic period (ca. 2500-500 b.c.).,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
267,01:082:343,Later Greek Art (3),Survey of classical and Hellenistic Greek art.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
268,01:082:344,French Renaissance Art (3),French art in the Renaissance from Francis I to Henry   IV; the arts at court and the growth of Paris.,Prerequisite: 01:082:106 or permission of instructor.,Art History,082
269,01:082:345,Field Study (6),"Provides supervised participation in fieldwork.   Involves participation and instruction in techniques of archaeological   excavation and in analysis, evaluation, and conservation of objects.",Prerequisite: Permission of instructor. Offered only   in summer (eight weeks).,Art History,082
270,01:082:346,French 17th-Century Art (3),The triumph of French art from Henry IV to Louis XIV;   the emergence of French classicism and the creation of Versailles.,Prerequisite: 01:082:106 or permission of instructor.,Art History,082
271,01:082:347,Early Northern European Painting (3),"Development of 15th-century easel painting in France,   the Netherlands, and Germany; relationship of painting to decorative arts;   symbolism, realism, invention from Van Eyck to Bosch.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
272,01:082:348,Northern European Painting of the   17th Century (3),"Styles, themes, and historical context of painting in   17th-century Northern Europe, with emphasis on the Netherlands. Artists   include Rubens, Van Dyck, Rembrandt, and Vermeer.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
273,01:082:349,Rubens and the Baroque in Flanders   (3),"Rubens' career and oeuvre, emphasizing his impact on courtly and
Counter-Reformation art of the 17th century; Van Dyck, Jordaens,
Brouwer, Teniers; architecture, sculpture, graphics.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
274,01:082:350,Rembrandt and His Followers (3),"Rembrandt's paintings and graphics, emphasizing   his development as an artist and his impact on Netherlandish traditions.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
275,01:082:352,Art of the 18th Century (3),The creation and subsequent dissolution of the rococo   style under the impact of the neoclassical mode and the French Revolution.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
276,01:082:353,Netherlandish Genre Painting (3),Origins and development of secular themes in the art   of the Low Countries from 1400 to 1700.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
277,01:082:354,Italian Renaissance Sculpture (3),"Examination of Italian sculpture from the mid-13th   through the 16th century, including the Pisani, Donatello, Ghiberti,   Leonardo, Michelangelo, and Giambologna. One field trip.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
278,01:082:356,Landscape of the Mind: Country and   City in Russian Literature and Art (3),Moscow and St. Petersburg; the Russian countryside   compared with the exotic sublime; the idyll versus the reality of peasant   life; the city and modernism; utopia and antiurban impulse.,Major/minor credit by permission of department. Credit   not given for both this course and 01:860:335.,Art History,082
279,01:082:357,Art and Literature of the Soviet   Period and the Varieties of Nonconformism (3),Official and unofficial literature and art; literary   and art institutions; alternative venues.,Permission of department. Credit not given for both   this course and 01:860:336.,Art History,082
280,01:082:358,Special Topics in Russian Studies (3),Variable content. Intensive study of a particular   topic related to Russia and Russian culture. Specific topics available at   time of registration. Conducted in English.,Major/minor credit by permission of department. Credit   not given for both this course and 01:860:320.,Art History,082
281,"01:082:359,360","Zimmerli Museum Internship in   Russian Art (3,3)","Research work related to Riabov and Dodge collections, assisting in
development and coordination of special exhibitions, translations, and
compiling artists' files.",Prerequisite: Permission of program director. Credit   not given for both this course and 01:860:335. Knowledge of Russian   necessary.,Art History,082
282,01:082:361,Twentieth-Century Russian/Soviet Art   (3),Twentieth-century developments in Russian art from   cubo-futurism through the art of the perestroika period.,Prerequisite: 01:082:106 or permission of instructor.,Art History,082
283,01:082:362,Native Arts of North America (3),"The traditional arts and architecture of the   indigenous peoples of the United States, Canada, and Greenland surveyed   through archaeological data and ethnohistoric records. Field trips to   museums with relevant collections.",,Art History,082
284,01:082:363,Bernini and the Baroque (3),"Bernini's sculpture and architecture, its   artistic context, and its influence throughout Europe.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
285,01:082:364,Arts in Baroque Rome (3),"Review of practical and aesthetic concerns in   painting, sculpture, and architecture, with discussions of urbanism, stage   design, theater and ephemeral arts, and antiquarian studies.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
286,01:082:365,Italian Baroque Painting and   Sculpture (3),Baroque painting and sculpture from the Carracci to   Tiepolo.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
287,01:082:366,Spanish Painting (3),Major Spanish painters from El Greco to Goya.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
288,01:082:367,American Art 1585-1876 (3),American visual and material culture from colonial   times to 1876. The importation of European styles and the development    of an American art.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
289,01:082:368,Modern American Art (3),American visual and material culture from 1876 to the   mid- 20th century.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
290,01:082:369,History of Art Criticism to 1800 (3),Concepts of criticism from Greek civilization to 1800.   Different modes of analysis. Changing standards. Relationship of form and   content. Relationship of criticism and society.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
291,01:082:370,Art Criticism: 1800 to the Present   (3),Concepts of criticism from 1800 to the present.   Different modes of analysis. Changing standards. Relationship of form   and content. Relationship of criticism and society.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
292,01:082:371,Arts of West Africa (3),"In-depth history of the traditional arts of West   Africa (Guinea, Mali, Togo, Ghana, and Nigeria).",Pre- or corequisite: 01:082:250.,Art History,082
293,01:082:372,History of the Print (3),"Media of woodcut, engraving, etching, lithography, and   silkscreen, from the 15th century through the   present; processes, functions, and historical development exemplified by   principal artists represented in the Zimmerli Art Museum.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
294,01:082:373,Early Medieval Art (3),"Art of western Europe from Constantine to ca. a.d. 1000, with emphasis on   transformation of classical image of physical man to medieval image of   spiritual man.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
295,01:082:374,Romanesque and Gothic Art (3),"Art and architecture of Western Europe from a.d. 1000 to 1400, from   Romanesque symbolic style to Gothic realism.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
296,01:082:375,Renaissance and Baroque Architecture   (3),"Survey of the most important buildings, architects,   and stylistic developments from 1400 to 1750 in Italy, France,   England, and Germany.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
297,01:082:376,Arts of Central Africa (3),"In-depth survey of the traditional arts of Cameroon,   Gabon, the Central African Republic, Zaire, and Angola.",Pre- or corequisite: 01:082:250 or 371.,Art History,082
298,01:082:378,Nineteenth-Century Architecture in   Europe (3),"Overview of the social and intellectual history of architecture in
Great Britain, France, and present-day Germany to 1900. Role of
architecture in societal transformations (the development of
nationhood, industrialization, and urbanization). Emphasis on the
invention of new building types, including universities, government
buildings, prisons, hospitals, railroad stations, and the architecture
of World's Fairs.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
299,01:082:380,Modern Jewish Art (3),The Jewish experience in modern art.,"Prerequisites: 01:082:105,106 or permission of   instructor. Credit not given for both this course and 01:563:383.",Art History,082
300,01:082:382,History of Photography (3),History of photography from 1830 to 1900. Style and   subject. Interaction of photography and art.   Some attention given to technical procedures.   Development of color in film.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
301,01:082:383,History of Photography (3),History of photography from 1900 to 1960. Style and   subject. Interaction of photography and art.   Some attention given to technical procedures.   Development of color in film.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
302,01:082:384,Romanesque and Gothic Art and   Architecture in Germany (3),"Romanesque and Gothic art and architecture in Germany,   with particular attention given to major monuments in southern Germany.   Field trips to the monuments an important aspect of this course.",Taught in connection with German Summer Program in   Constance.,Art History,082
303,01:082:385,Renaissance to Modern Art and   Architecture in Germany (3),"German painting, sculpture, and architecture from the   Renaissance to the present. Special attention   given to southern German development of baroque   and rococo styles. Field trips to various architectural monuments and   museums in Germany.",Taught in connection with German Summer Program in   Constance.,Art History,082
