ID,Course ID,Course Title,Course Description,Course Prerequisites,Department,Department ID
310,01:082:392,Twentieth-Century Architecture (3),"European and American architecture and planning from   1900 to the present; emphasis on major architects, styles, and buildings   from art nouveau to postmodernism.","Prerequisites: 01:082:105,106 or 276 or 391 or   permission of instructor.",Art History,082
311,01:082:393,Architecture and Society in Latin   America (3),Architecture in Latin America after the Conquest;   emphasis on urban development from the Laws of the Indies to Brasilia in    social and historical contexts.,"Prerequisites: 01:082:105,106 or 276 or 391, 392, or   permission of instructor. Credit not given for both this course and 01:590:  393.",Art History,082
312,01:082:395,"Art in Paris: Spaces and Places   (3,3)","Development of architecture, sculpture, and painting   in the city from the time of the Caesars through the present. Changes in   art in relation to political and social conditions. Taught on site.",,Art History,082
312,01:082:394,"Art in Paris: Spaces and Places   (3,3)","Development of architecture, sculpture, and painting   in the city from the time of the Caesars through the present. Changes in   art in relation to political and social conditions. Taught on site.",,Art History,082
313,01:082:396,Impressionism (3),"Subjects, style, and social significance of   19th-century French impressionism, including Manet, Monet, Degas, and   themes of women, cafe society, urbanization, leisure.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
314,01:082:397,Medieval Architecture (3),"Western European and Byzantine architecture from the   3rd through the 14th century. Emphasis on planning and structure in the   Early Christian basilica, the Middle Byzantine church, and the Gothic   cathedral.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
315,01:082:398,Nineteenth-Century French Prints (3),Seminar in the history of 19th-century French prints   and their relation to social development of the period.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
316,01:082:399,Classical Architecture from Ancient   to Modern Times (3),An investigation of classical architecture and theory   from antiquity through the Renaissance to the present.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
317,01:082:400,Postimpressionism (3),"Late 19th-century art from 1880 through 1914;   historical, political, cultural analyses; painting, sculpture, prints;   Symbolism, Nabis, Rosicrucians. Artists studied include Cezanne, Gauguin,   Rodin, Seurat, Toulouse-Lautrec, Van Gogh.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
318,01:082:417,Cubism and Abstract Art (3),Intensive study of early modernists in France and   parallel developments in Italy (futurism) and elsewhere. Abstract painting   from the 1920s to the present. One field trip.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
319,01:082:420,African Architecture (3),In-depth study of various concepts and traditional   forms of shelter in Africa south of the Sahara.,Prerequisites: Introductory courses in art history or   African studies or permission of instructor.,Art History,082
320,01:082:421,Contemporary American Architecture   (3),"Contribution of the modern masters (Wright, Gropius,   Mies van der Rohe, and Le Corbusier) and their American students in   the 1950s and early 1960s. Postmodern architecture of the late 1960s and   1970s.",Prerequisite: 01:082:276 or permission of instructor.,Art History,082
321,01:082:423,American Landscape Painting (3),Landscape painting in America from ca. 1780 to the   present.,"Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
322,01:082:428,The Modern City (3),"Architecture and urban design in select European and   American cities from the 18th century to the present. Attention to   political, socioeconomic, and cultural contexts.","Pre- or corequisites: 01:082:391, 392 or permission of   instructor.",Art History,082
323,01:082:430,Seminar in Cultural Heritage   Preservation (3),"Examines historic preservation and heritage   conservation issues within a global and transcultural context. Topics   include the illicit trade in historic material, looting and pillage of   monuments and sites, national and international preservation laws and   treaties, and model historic preservation projects.",,Art History,082
324,01:082:431,Theories and Methods of Architectural   Preservation (3),"Political, social, and cultural significance of   historic buildings and sites throughout the United States and abroad.   Overview of the origins of architectural conservation in Europe.   Contemporary theories, methods, techniques, and problems in the field   of historic preservation.",,Art History,082
325,01:082:442,"Special Topics in Historic   Preservation (3,3)",Special studies in particular theoretical and   practical aspects of historic preservation and conservation. Designed   by individual instructor.,Special notation: open to students in program in   historic preservation or by permission of instructor.,Art History,082
325,01:082:441,"Special Topics in Historic   Preservation (3,3)",Special studies in particular theoretical and   practical aspects of historic preservation and conservation. Designed   by individual instructor.,Special notation: open to students in program in   historic preservation or by permission of instructor.,Art History,082
326,01:082:444,Studies in Architectural Preservation   (3),"Description: study of the history and theories of   architectural preservation, introduction to documentation and investigative   techniques, modern methods of conservation, regulatory and legal concerns,   designs for historic districts.",,Art History,082
327,01:082:445,Studies in the Art and Architecture   of New Jersey (3),"The distinct contributions of New Jersey's art and architecture to a
broader history of American visual arts, from colonial times to the
present day.",,Art History,082
328,01:082:446,Studies in American Architecture (3),"The role of North American architecture in art   history. Contribution of individual architects, periods, and styles from   Federalist beginnings through the 19th and early 20th century.",,Art History,082
329,01:082:448,"Internship in Historic   Preservation (3,3)",Supervised internship in the field of cultural   heritage conservation and preservation at an approved institution.,Prerequisite: Permission required.,Art History,082
329,01:082:447,"Internship in Historic   Preservation (3,3)",Supervised internship in the field of cultural   heritage conservation and preservation at an approved institution.,Prerequisite: Permission required.,Art History,082
330,01:082:449,Early Christian Art (3),"Origins and development of Christian art and   architecture, 3rd to 6th century. Pagan and imperial sources and   emergence of the cults of relics and saints stressed. One field trip.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
331,01:082:450,Seminar: Major Italian Renaissance   Artists and Themes (3),"Special studies in Italian Renaissance art. Deals with   different subjects, changing from year to year, such as artists   (Donatello, Michelangelo, Titian); themes (death, women, patronage); and    genres of art (portraits, nudes, altarpieces).",Prerequisite: Permission of instructor. Sections   designed by individual instructors. Consult department announcement.,Art History,082
332,01:082:451,"Seminar on Public Monuments in   America, 19th- 21st Centuries (3)","Addresses the issues surrounding public monuments from   the 19th century through the present day. Focuses on sculptures   commissioned to commemorate major events in the United States, but will   also consider some important European examples.",Prerequisite: Permission of instructor.,Art History,082
333,01:082:452,American Interiors from the Colonial   to the Modern Era (3),Introduction to the major decorative periods and   social and cultural movements that influenced the choice of furnishings and   the organization of American interiors. Emphasis on domestic interiors;   discussion of major commercial and institutional spaces. Includes field   trips.,Prerequisite: Permission of instructor required.,Art History,082
334,01:082:454,Seminar: Major Baroque Artists and   Themes (3),"Principal artists of the 17th and 18th centuries in   Italy, Spain, France, and/or England in monographic format.","Pre- or corequisites: 01:082:105,106.",Art History,082
335,01:082:462,Workshop in Curatorial Practices (3),Practical experience for students interested in   curatorial work in museums and/or galleries. Investigation of various   responsibilities of museum professionals through field trips to museums and   galleries in New York. Organizing exhibitions and preparing accompanying   catalogs.,Prerequisite: By special permission of instructor   only.,Art History,082
336,01:082:473,Illuminated Manuscripts (3),"Materials, techniques, and styles of decoration and   illustration of manuscripts from antiquity to the introduction of   printing. Relationship of ornament to text in various genres and style   periods, and to patterns of use and patronage. Types of functional and   ornamental bindings and their relationship to function and storage of   luxury manuscripts.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
337,01:082:480,Buddhist Cave Temples of China (3),Painting and sculpture at the sacred cave sites of   China. Development of iconography and style from a.d. 400 to 900.,Prerequisite: 01:082:323.,Art History,082
338,01:082:481,Seminar on Buddhist Religion and Art   of China (3),Evolution of the Buddha image in the scriptures and   art of China.,Prerequisite: 01:082:323 or 01:840:323.,Art History,082
339,01:082:482,German Expressionism and European   Dada (3),"German painting from 1900 to 1930. Dada in Europe and   its impact on later developments, including contemporary art.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
340,01:082:483,From Text to Image in Japanese Art   (3),Impact of classic literature on Japanese paintings;   artistic transformations of emotions and events of literary   masterpieces into images.,Pre- or corequisite: 01:082:324 or permission of   instructor. Credit not given for both this course and 01:565:483.,Art History,082
341,01:082:484,Seminar in Ancient Art (3),"Focus on various problems of Greek, Etruscan, and   Roman art, such as style, iconography, painting, sculpture, portraits,   minor arts, architecture, cities, and sanctuaries.",Prerequisite: 01:082:105 or permission of instructor.,Art History,082
342,01:082:485,Surrealism (3),"The origins and influences of surrealist art forms and   their relationship to Freudianism. Fantastic art, psychotic art,   and related tendencies.","Prerequisites: 01:082:389, 390 or permission of   instructor.",Art History,082
343,01:082:486,Special Topics in Medieval Art   History (3),"Particular genre, medium, monument, or area within   Medieval art (e.g.: ivory carving, seals, the Bayeux tapestry, Chartres   cathedral).","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
344,01:082:487,Seminar: Special Topics in Modern Art   (3),"Specialized study in 19th- and 20th-century art and architecture. Seminar may be organized by the time period,   thematic content, artistic movement,   artist, type of monument, or genre.",Prerequisite: 01:082:106 or permission of instructor.,Art History,082
345,01:082:488,Seminar: Special Topics in American   Art (3),"Specialized study in American art. Seminar considers   various topics, such as artists, monuments, artistic movements, genres,    and periods.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
346,01:082:489,Public Policy and the Arts (3),"Uniquely American public policies that have created a   vigorous world-class arts culture. Changes in domestic and international   politics, market economics, globalization, and technology reshaping the   cultural policy debate worldwide.",Credit not given for both this course and 10:975:499.,Art History,082
347,01:082:492,"Seminar in Art History (3,3)",Advanced study in selected area of art history.,Required of art history majors. Others need permission   of instructor.,Art History,082
347,01:082:491,"Seminar in Art History (3,3)",Advanced study in selected area of art history.,Required of art history majors. Others need permission   of instructor.,Art History,082
348,01:082:494,"Individual Studies in Art History   (3,3)",Guided independent research in a particular area of   interest.,Open only to seniors in art history or by special   permission of instructor.,Art History,082
348,01:082:493,"Individual Studies in Art History   (3,3)",Guided independent research in a particular area of   interest.,Open only to seniors in art history or by special   permission of instructor.,Art History,082
349,01:082:496,"Internship in Art History (3,3)","Open only to majors. Supervised internship, usually at   a museum or gallery. Permission required.","Prerequisites: 01:082:105,106. Permission required.",Art History,082
349,01:082:495,"Internship in Art History (3,3)","Open only to majors. Supervised internship, usually at   a museum or gallery. Permission required.","Prerequisites: 01:082:105,106. Permission required.",Art History,082
350,01:082:498,"Honors in Art History (3,3)",Independent research on a specific topic leading to an   honors thesis written under the supervision of a department faculty member.,"Candidates for honors in art history must, at the end   of their junior year, have a cumulative grade-point average of 3.0 or   better and an average of 3.5 or better in the major. Both terms must be   completed in order to receive credit for the course.",Art History,082
350,01:082:497,"Honors in Art History (3,3)",Independent research on a specific topic leading to an   honors thesis written under the supervision of a department faculty member.,"Candidates for honors in art history must, at the end   of their junior year, have a cumulative grade-point average of 3.0 or   better and an average of 3.5 or better in the major. Both terms must be   completed in order to receive credit for the course.",Art History,082
351,01:098:241,East Asian Civilizations: Traditional   Era (3),"Introduction to traditional Chinese, Japanese, and   Korean civilizations, including governmental institutions, educational   systems, belief systems, language, literature, art, and everyday life.",Credit not given for both this course and 01:214:241.,Asian Studies,098
352,01:098:242,East Asian Civilizations: Modern Era   (3),"Introduction to modern Chinese, Japanese, and Korean   civilizations, including the impact of   modernization, East-West contact, governmental institutions, belief   systems, educational systems, language, literature, art, and everyday life.",Credit not given for both this course and 01:214:242.,Asian Studies,098
353,01: 098:262,Asian American Experience: Identity   and Ethnicity (3),"Introduction to the historical and intercultural   understanding of the social, political, and cultural dynamics of Asian   immigrant communities and identity formation in America.",,Asian Studies,098
354,01:098:321,Interdisciplinary Topics in South   Asia (3),"Interdisciplinary introduction to the cultures of   South Asia: geographic foundations, extended family, village-centered   society, agricultural systems, and confrontation of Hindu and Muslim    traditions with Western technology.",,Asian Studies,098
355,01:098:322,Selected Interdisciplinary Topics in   East Asia (3),"Interdisciplinary introduction to the cultures of East   Asia: geographic foundations, extended family, village-centered society,   agricultural systems, and confrontation of Chinese and Japanese traditions   with Western technology.",,Asian Studies,098
356,01:098:444,Seminar on Asian Societies (3),"Comparative examination of major themes, problems, and   patterns in Asian politics, economics, history, and/or culture. Research on   aspects of a common topic examined in the seminar.",Prerequisite: Permission of instructor.,Asian Studies,098
358,01:105:342,"Principles of Astrophysics (3,3)","Properties and processes of the solar system, the   stars, and the galaxies; origin of the elements; evolution of the stars and   the universe; neutron stars and black holes.","Prerequisites: Two terms of introductory physics and   two terms of calculus. Credit not given for both this course and 01:750:  341,342.",Astrophysics,105
358,01:105:341,"Principles of Astrophysics (3,3)","Properties and processes of the solar system, the   stars, and the galaxies; origin of the elements; evolution of the stars and   the universe; neutron stars and black holes.","Prerequisites: Two terms of introductory physics and   two terms of calculus. Credit not given for both this course and 01:750:  341,342.",Astrophysics,105
359,01:105:343,Observational Radio Astronomy (3),"Observational study of the solar system, stars, and   galaxies, using the Serin 3 meter radio telescope. Emphasizes computer   techniques for data reduction and analysis. Topics may include calibrating   system properties, the variability of the Sun, Jupiter, or quasars, and   mapping the distribution of hydrogen in our Milky Way galaxy and measuring   its rotation.","Lec. 1.5 hrs., lab. 3 hrs. Prerequisites: 01:750:  341,342 or permission of instructor. Lab schedule will vary through the   term. Credit not given for both this course and 01:750:343.",Astrophysics,105
360,01:105:344,Observational Optical Astronomy (3),"Observational study of the solar system, stars, and   galaxies, using the Serin 0.5 meter optical telescope. Emphasizes computer   techniques for data reduction and analysis. Topics may include the   dimensions of lunar features, planetary satellite orbits,   color- magnitude diagrams for star clusters, and the structure and   colors of galaxies.","Lec. 1.5 hrs., lab. 3 hrs. Prerequisites: 01:750:  341,342, or permission of instructor. Students must have nighttime hours   free for observing. Credit not given for both this course and 01:750:344.",Astrophysics,105
361,01:105:441,Stars and Star Formation (3),"Observed properties of stars. Internal structure of   stars, energy generation and transport, neutrinos, and solar oscillations.   Evolution of isolated and double stars, red giants, white dwarfs, variable   stars, supernovae. Challenges presented by formation of stars, importance   of magnetic fields. Pre-main sequence stellar evolution.","Prerequisites: 01:750:361, 385-386. Credit not given   for both this course and 01:750:441.",Astrophysics,105
362,01:105:442,High Energy Astrophysics and   Radiative Processes (3),"Radiation and scattering processes in plasma.   Detection and X- and gamma-rays. Supernovae and remnants, pulsars.   Gamma-ray bursts. Accretion disks and binary star outbursts. Quasars and   active galactic nuclei. Cosmic rays.","Prerequisites: 01:750:361, 385-386. Credit not given   for both this course and 01:750:442.",Astrophysics,105
363,01:105:443,Galaxies and the Milky Way (3),"Properties of galaxies: photometry, kinematics, and   masses. Disk galaxies; spiral patterns, bars and warps, gas content, star   formation rates, chemical evolution. Elliptical galaxies; shapes. Structure   of the Milky Way. Nature of dark matter.","Prerequisites: 01:750:381-382, 385-386. Credit not   given for both this course and 01:750:443.",Astrophysics,105
364,01:105:444,Introduction to Cosmology (3),"Expansion of the universe, techniques for distance   estimation. Large-scale structure of universe. Cosmological models: open,   closed, flat, and accelerating universes. Microwave background:   observations, properties, and origin. Problems of standard cosmology   and preliminary concept of inflation.","Prerequisites: 01:750:361, 385-386. Credit not given   for both this course and 01:750:444.",Astrophysics,105
365,01:105:498,"Honors in Astronomy (BA,BA)","Supervised independent reading or research in   astronomy, culminating in an essay.","Prerequisite: Invitation of chairperson. Credit not   given for both this course and 01:750:497,498.",Astrophysics,105
365,01:105:497,"Honors in Astronomy (BA,BA)","Supervised independent reading or research in   astronomy, culminating in an essay.","Prerequisite: Invitation of chairperson. Credit not   given for both this course and 01:750:497,498.",Astrophysics,105
367,11:015:001,Orientation Program (BA),Academic and student life orientation.,,Agriculture and Environmental Science,015
368,11:015:096,"Seminar on Academic Skills I,II (E3,E3)","Development of cognitive study techniques for course   work in mathematics, chemistry, biology, English, and reading.",,Agriculture and Environmental Science,015
368,11:015:095,"Seminar on Academic Skills I,II (E3,E3)","Development of cognitive study techniques for course   work in mathematics, chemistry, biology, English, and reading.",,Agriculture and Environmental Science,015
369,11:015:098,"Seminar on Academic Skills III,IV   (E3,E3)","Further development of cognitive skills required for   advanced course work in mathematics, chemistry, biology, and English.",Prerequisite: 11:015:095 or 096.,Agriculture and Environmental Science,015
369,11:015:097,"Seminar on Academic Skills III,IV   (E3,E3)","Further development of cognitive skills required for   advanced course work in mathematics, chemistry, biology, and English.",Prerequisite: 11:015:095 or 096.,Agriculture and Environmental Science,015
370,11:015:101,Perspectives on Agriculture and the    Environment (2),Examines several current issues to introduce the   land-grant mission of the college and the multidisciplinary nature of both   the problems and solutions it addresses.,Lec./rec. 3 hrs. for the first 10 weeks of fall term.   For entering first-year and transfer students with 36 credits or less.,Agriculture and Environmental Science,015
371,11:015:230,Fundamentals of Agroecology (3),"Introduction to concepts of agroecology, including   human interactions with the environment, agricultural plants, and   animal- plant interactions.",,Agriculture and Environmental Science,015
372,11:015:250 through 299,Topics in Agriculture and   Environmental Science (1 each),"A variety of 1-credit courses, some of which are offered on a Pass/No
Credit basis, covering a wide range of skills and issues relevant to
contemporary problems in agriculture and the environment. Topics change
from term-to-term and year-to-year. Consult the Schedule of Classes for
current offerings. Recurrent topics include the following: 35-mm Photography: An introduction to 35-mm photography
including exposure, lenses, filters, color temperature, close-ups,
flash, and composition. Cook College CASE courses: Students may add a 1-credit
""Citizenship and Service Education"" component to an existing course by
registering for this course. Darwin and Darwinisms: The role of domestication and
environmental observation in the development of Darwin's theory and its
subsequent (mis)applications. Contemporary evolutionary issues and
questions. Edible and Poisonous Mushrooms: An introduction to the
fascinating hobby of mushroom hunting; recognition of common, easily
identified edible, poisonous, and hallucinogenic mushrooms. Field Identification of Birds: An introductory course in
birding. Six field trips on alternate Friday mornings during the term
and an all-day field trip during the exam period. History of New Jersey Agriculture: An internship at   the New Jersey Museum of Agriculture (located at the edge of the Cook   College campus).   Nutrition Today:
A series of lectures and class discussions on current topics of
nutritional concern, including faddism, megavitamins, and dietary
goals. Solar Energy: Fundamentals of solar energy with focus   on useful applications.   Thoreau and Modern Environmentalism: A study of Thoreau's work
and its influence on contemporary environmental writing and ideologies.
Wine Insights: An introduction to grapes and the wine-making process,
with special attention to local wines. Students must be at least 21
years old to be registered.",,Agriculture and Environmental Science,015
373,11:015:301,Topics in Agroecology (3),"Issues in ecological agriculture related to such   topics as biological control, disease, soil fertility, crop maintenance,   and animal husbandry. Emphasis on current scientific literature.","Prerequisites: 11:015:230, 11:370:350, 11:776:221 or   equivalent.",Agriculture and Environmental Science,015
374,11:015:332,"Agricultural Science   Practicum (1-3,1-3,1-3)","Practical experience in the principles and practices   of modern agricultural operations, including animal care, tillage,   planting, pest control, harvesting, record keeping, and agricultural   technologies.",Prerequisite: Permission of instructor.,Agriculture and Environmental Science,015
374,11:015:331,"Agricultural Science   Practicum (1-3,1-3,1-3)","Practical experience in the principles and practices   of modern agricultural operations, including animal care, tillage,   planting, pest control, harvesting, record keeping, and agricultural   technologies.",Prerequisite: Permission of instructor.,Agriculture and Environmental Science,015
375,11:015:350,Agroecology Practicum (3-5),"A broad range of internship experiences with an   academic orientation, approved in advance by the program adviser, such as   state regulatory or private agroecology programs, organic farms, master   gardening and individual gardens, research programs.","Prerequisites: 11:015:230, 11:776:221 or equivalent.",Agriculture and Environmental Science,015
376,11:015:380,Communication for Today's   Leader (3),"An online course in the application of critical   thinking skills to the evaluation of leadership and communication.   Establishment of personal and professional goals. Evaluation of   effective leadership communication, group dynamics and strategies, and   organizational culture.",,Agriculture and Environmental Science,015
377,11:015:390,George H. Cook Honors Project   Preparation (P/NC,"April evening workshops in library research methods,   proposal writing, and oral presentation, culminating in an approved    honors-project proposal at the end of the May examination period.",Open only to junior year candidates for the George H.   Cook Scholars Program. Students will be registered by the program director.,Agriculture and Environmental Science,015
378,11:015:398,Honors Research (BA),"Preparation for the research, begun in the junior   year, by students undertaking a George H. Cook senior honors thesis   project.",Prerequisite: Juniors beginning the George H. Cook   Scholars Program.,Agriculture and Environmental Science,015
379,11:015:400 through 450,Junior/Senior Colloquium   (3 each) Prerequisite: Open only to students   who have completed 90 credits.,"A capstone, integrative experience for Cook College   students concluding their undergraduate studies. Groups of students with a   broad range of disciplinary backgrounds seek interdisciplinary    solutions to selected problems in the college`s mission areas.   Courses fulfilling this requirement are announced in advance of   registration for the term. A complete listing can be found at the web site (http:  //www.cook.rutgers.edu/~colloquium).",,Agriculture and Environmental Science,015
380,11:015:484,"Research Problems: Agriculture   and Environmental Science (BA,BA)",Original work in the student's major field.,"Credits and hours by arrangement with a faculty   adviser, the appropriate curriculum coordinator, and the Office of Academic   and Student Programs.",Agriculture and Environmental Science,015
380,11:015:483,"Research Problems: Agriculture   and Environmental Science (BA,BA)",Original work in the student's major field.,"Credits and hours by arrangement with a faculty   adviser, the appropriate curriculum coordinator, and the Office of Academic   and Student Programs.",Agriculture and Environmental Science,015
381,11:015:492,Tropical Agriculture (3),"Analysis of tropical agriculture systems: climatic   parameters, major and important crops, animals, cropping systems, social   and technical constraints, and methods of analysis.","Pre- or corequisites: 01:119:101, 11:776:200 or 211 or   permission of instructor.",Agriculture and Environmental Science,015
382,11:015:494,Tropical Agriculture and Natural   Resources Field Study (3),"An intensive, 10-day field experience in a tropical   country; visits to and analyses of tropical agricultural production and   natural resource systems.",Lec. 55 min. Field experience during spring break.   Pre- or corequisites: 11:015:492 or equivalent and permission of   instructor.,Agriculture and Environmental Science,015
383,11:015:495,Tropical Agriculture and Natural   Resources Internship (BA),"Supervised research experience in a tropical   environment, working with scientists in crop production, aquaculture, and   forest man-agement. Offered in Puerto Rico for at least six weeks during   the summer.",Prerequisite: Open to juniors with permission of   instructor. Recommended: 11:015:494.,Agriculture and Environmental Science,015
384,11:015:498,"George H. Cook Scholars Program   (3-6,3-6)","A two-term independent research project, culminating   in an oral presentation to the faculty and a thesis preserved in the Chang    Science Library.",Open only to George H. Cook Scholar candidates.,Agriculture and Environmental Science,015
384,11:015:497,"George H. Cook Scholars Program   (3-6,3-6)","A two-term independent research project, culminating   in an oral presentation to the faculty and a thesis preserved in the Chang    Science Library.",Open only to George H. Cook Scholar candidates.,Agriculture and Environmental Science,015
385,01:145:302,"Accelerated Catalan (3,3)","Intensive study of Catalan, especially as it contrasts   with Spanish and other Romance languages. Practice of specific areas of   grammar, linguistic structure, style, and literary analysis. Selected   readings, compositions, class discussions.",Prerequisite: Fluency in another Romance language and   knowledge of its grammar or permission of department.,Catalan,145
385,01:145:301,"Accelerated Catalan (3,3)","Intensive study of Catalan, especially as it contrasts   with Spanish and other Romance languages. Practice of specific areas of   grammar, linguistic structure, style, and literary analysis. Selected   readings, compositions, class discussions.",Prerequisite: Fluency in another Romance language and   knowledge of its grammar or permission of department.,Catalan,145
386,01:145:305,Catalan Culture (3),"Three-week visit to Barcelona and surrounding region.   Museum and theater trips. Lectures and discussion on Catalan culture,    with emphasis on art, music, and literature.",Prerequisite: 01:145:301 or equivalent or permission   of department. Study abroad option offered in alternate years during winter   break. Carries major credit in Spanish.,Catalan,145
387,01:165:102,"Elementary Chinese (4,4)","Introduction to sounds, structure, and writing system   of modern Chinese (Mandarin); practice in speaking and reading.",,Chinese,165
387,01:165:101,"Elementary Chinese (4,4)","Introduction to sounds, structure, and writing system   of modern Chinese (Mandarin); practice in speaking and reading.",,Chinese,165
388,01:165:121,Intensive Reading and Writing in   Chinese (3),Development of reading and writing skills to the level   of proficiency required for Intermediate   Chinese. Learn 600 characters.,Credit not given for both this course and 01:165:101   or 102. Prerequisite: Speaking proficiency in Chinese.,Chinese,165
389,01:165:202,"Intermediate Chinese (4,4)","Development of language skills: vocabulary building,   oral proficiency, listening, and reading comprehension.",Prerequisite: 01:165:102 or equivalent.,Chinese,165
389,01:165:201,"Intermediate Chinese (4,4)","Development of language skills: vocabulary building,   oral proficiency, listening, and reading comprehension.",Prerequisite: 01:165:102 or equivalent.,Chinese,165
390,01:165:205,Intermediate Chinese in China (4),"Consolidation and development of elementary Chinese   conversation, reading, and writing skills through immersion in a Chinese   setting on site in China. Topics and activities related to Chinese society   and culture.",Prerequisite: 01:165:102 or equivalent.,Chinese,165
391,01:165:222,Intensive Reading and Writing in   Chinese II (3),Continuation of 01:165:121 for development of reading   and writing skills to the level of proficiency required for Advanced   Chinese.,Prerequisite: 01:165:121 or equivalent. Credit not   given for both this course and 01:165:201 or 202.,Chinese,165
392,01:165:302,"Advanced Modern Chinese (3,3)",Readings in a variety of literary styles with   introduction to simplified characters; written and oral exercises.,Prerequisite: 01:165:202 or equivalent.,Chinese,165
392,01:165:301,"Advanced Modern Chinese (3,3)",Readings in a variety of literary styles with   introduction to simplified characters; written and oral exercises.,Prerequisite: 01:165:202 or equivalent.,Chinese,165
393,01:165:305,Advanced Chinese in China (4),"Consolidation and development of intermediate to   advanced Chinese conversation, reading, and writing skills through   immersion in a Chinese setting on site in China. Topics and activities   related to Chinese society and culture.",Prerequisite: 01:165:202 or 222 or equivalent.,Chinese,165
394,01:165:322,"Introduction to Literary Chinese   (3,3)","Grammatical analysis of wen-yen, or literary Chinese,   and reading of simple texts in semiclassical and classical Chinese.",Prerequisite: 01:165:202 or 222 or equivalent.,Chinese,165
394,01:165:321,"Introduction to Literary Chinese   (3,3)","Grammatical analysis of wen-yen, or literary Chinese,   and reading of simple texts in semiclassical and classical Chinese.",Prerequisite: 01:165:202 or 222 or equivalent.,Chinese,165
395,01:165:325,Advanced Chinese Grammar (3),"Analysis and discussion of Chinese grammar.   Explanation of linguistic concepts through problem-solving exercises on   Chinese word formation, sentence grammar, and paragraph structure.",Prerequisite: 01:165:202 or 222 or equivalent.,Chinese,165
396,01:165:361,Business Chinese (3),"Fundamental principles governing commercial   organizations and foreign trade in China, Taiwan, Hong Kong, and other   Chinese-speaking regions in East Asia; practice in business correspondence.",Prerequisite: 01:165:301 or 321 or equivalent.,Chinese,165
397,01:165:362,Business Chinese II (3),Continuation of 01:165:361 with emphasis on practice   in advanced business correspondence.,Prerequisite: 01:165:361 or equivalent.,Chinese,165
398,01:165:371,Contemporary Expository Chinese (3),"Reading and discussion of selections from scholarly   writings on history, philosophy, and political and social issues in modern Chinese prose. Analysis of structural pattern and practice   in writing.",Prerequisite: 01:165:301 or 321 or equivalent.,Chinese,165
399,01:165:401,Advanced Chinese Conversation and    Composition (3),"Practice of speech conversation, discussion, and   composition in Mandarin Chinese; exercises in Chinese grammar and rhetoric.",Prerequisite: 01:165:302 or 322 or equivalent.,Chinese,165
400,01:165:402,Advanced Chinese Conversation and    Composition II (3),Continuation of 01:165:401 with emphasis on   composition and speech making in Mandarin Chinese and exercises in Chinese   grammar and rhetoric.,Prerequisite: 01:165:401 or equivalent.,Chinese,165
401,01:165:410,The Chinese Novel (3),"Analysis of such classic Chinese novels as San-kuo   yen-i (The Romance of the Three Kingdoms), Shui-hu chuan (Water Margin), Hsi-yu-chi   (Monkey), and Hung-lou meng (Dream of the Red Chamber).",Prerequisite: 01:165:302 or 322 or equivalent.,Chinese,165
402,01:165:412,Chinese Poetry (3),"Reading, analysis, and discussion of Chinese poetry in   various forms from the classical period to the present.",Prerequisite: 01:165:302 or 322 or equivalent.,Chinese,165
403,01:165:420,"Readings in Classical Chinese   Literature (3,3)","Such major literary works as Shih-ching, Mencius,   Shih-chi, T'ang poetry, Sung tz'u, Yuan drama, and   Ming-Ch'ing fiction.",Prerequisite: 01:165:302 or 322 or equivalent.,Chinese,165
403,01:165:419,"Readings in Classical Chinese   Literature (3,3)","Such major literary works as Shih-ching, Mencius,   Shih-chi, T'ang poetry, Sung tz'u, Yuan drama, and   Ming-Ch'ing fiction.",Prerequisite: 01:165:302 or 322 or equivalent.,Chinese,165
404,01:165:424,The Origin and Development of Chinese   Writing (3),Investigation of the early evolution of Chinese   writing within the context of the beginnings of Chinese civilization.   Emphasis on textual understanding of the oracle bone inscriptions of   the Shang period (ca. 1700 to 1100 b.c.).,Pre- or corequisite: 01:165:302 or 322 or equivalent.,Chinese,165
405,01:165:425,Chinese Dialects (3),"Introduction to and description of Chinese dialects   with an emphasis on their relationships, historical origins, and   development from earliest evidence of diversity to present.",Prerequisite: 01:165:302 or 322 or equivalent.,Chinese,165
406,01:165:452,"Readings in Modern Chinese   Literature (3,3)","Selections from representative literary, historical, and ideological   works of modern   China; emphasis on stylistic and linguistic variations.",Prerequisite: 01:165:302 or 322 or equivalent.,Chinese,165
406,01:165:451,"Readings in Modern Chinese   Literature (3,3)","Selections from representative literary, historical, and ideological   works of modern   China; emphasis on stylistic and linguistic variations.",Prerequisite: 01:165:302 or 322 or equivalent.,Chinese,165
